1,0.21586228506487007
2,0.4972191857820067
3,0.788840606887953
4,1.0853052769668778
5,1.3846400083326338
6,1.6858523405631167
7,1.988379120451252
8,2.2918743432332924
9,2.5961116064519425
10,2.900935159752529
11,3.206233458623567
12,3.5119239544034895
13,3.817943876543413
14,4.124244395005704
15,4.4307867827319
16,4.737539811029631
17,5.044477932327059
18,5.351579981452987
19,5.6588282277117745
20,5.966207669986071
21,6.273705503810845
22,6.581310712420471
23,6.889013748731495
24,7.196806285020875
25,7.504681013735892
26,7.812631487366227
27,8.120651988564756
28,8.428737423885043
29,8.736883236182251
30,9.045085331857926
31,9.353340020051625
32,9.661643961473821
33,9.969994125127347
34,10.278387751486123
35,10.586822321011251
36,10.895295527097261
37,11.203805252746708
38,11.512349550327134
39,11.820926623983016
40,12.129534814253722
41,12.438172584606395
42,12.746838509589132
43,13.055531264365456
44,13.364249615468063
45,13.67299241259126
46,13.981758581264593
47,14.29054711633821
48,14.599357076148232
49,14.908187577275113
50,15.21703778983608
51,15.52590693324663
52,15.834794272396257
53,16.143699114166147
54,16.45262080431691
55,16.76155872461256
56,17.07051229023638
57,17.379480947417875
58,17.68846417128696
59,17.99746146387657
60,18.30647235233248
61,18.615496387247706
62,18.924533141129416
63,19.233582207009057
64,19.542643197141985
65,19.85171574181929
66,20.160799488255556
67,20.46989409959056
68,20.778999253928916
69,21.088114643471965
70,21.39723997370649
71,21.7063749626533
72,22.015519340159372
73,22.32467284725616
74,22.633835235534434
75,22.943006266597
76,23.25218571151424
77,23.561373350336915
78,23.87056897162964
79,24.179772372022747
80,24.48898335584027
81,24.798201734683115
82,25.107427327096886
83,25.41665995822426
84,25.725899459480996
85,26.03514566827612
86,26.344398427720094
87,26.653657586362208
88,26.96292299794733
89,27.27219452117769
90,27.581472019494203
91,27.89075536085388
92,28.200044417558875
93,28.50933906602327
94,28.818639186670403
95,29.127944663675677
96,29.437255384883212
97,29.746571241609374
98,30.055892128518206
99,30.36521794347796
100,30.67454858745019
