0.32144113171906136
0.08191828204834888,0.052534865969897954
0.04125522026271264,0.03490481632282739,0.027552103927309342
0.02701802949514736,0.02512863329909132,0.021833327619684182,0.018572937308522386
0.020087572425839594,0.019350710696437935,0.017718559941455936,0.015814145506770082,0.013987994952305429
0.016007193335314338,0.015652583361556692,0.014760197240348522,0.013598850656321704,0.012376685639542485,0.011212767010391474
0.013313446758989397,0.013115730221608883,0.012584228178368495,0.01184162617209339,0.01100539039489264,0.010159697774492927,0.00935429312854635
0.011399137878801507,0.01127727187783144,0.010937885091802078,0.010441175089370045,0.009853793043141816,0.00923145029077591,0.008613320854275467,0.008023359881201425
0.009967553384449447,0.009886960712612962,0.009657889418753668,0.009312078058552881,0.008888371997352991,0.008423036710080083,0.0079448543173761,0.007474085871787643,0.007023525648341835
0.008856094448184006,0.008799960152265175,0.008638354475561773,0.008389128632301592,0.00807571034619627,0.007721822002812964,0.0073480530698856236,0.006970412830876537,0.006600272105104846,0.006245023784925764
0.007967990908003153,0.007927300959013072,0.007809147578917565,0.007624145670456362,0.007386932081003595,0.0071132536127209425,0.006817740559471543,0.00651265320278386,0.0062074629716472275,0.005908978076648234,0.005621742414776606
0.007241973322106427,0.007211526861409199,0.007122578032778223,0.006981743639255028,0.006798480201857726,0.006583438959748875,0.006347052386657166,0.00609858770541327,0.0058456781974353875,0.005594223166180675,0.005348518248606017,0.005111498437115343
0.006637333103273554,0.006613952776403175,0.006545339857069645,0.006435786957081214,0.00629159421236168,0.006120112419279718,0.00592884659318961,0.005724779476863934,0.005513961730202417,0.005301338139190184,0.005090745212804787,0.004885012839468681,0.004686115622948596
0.0061259543295384715,0.006107607906962259,0.006053583116846459,0.005966761060423167,0.0058514565884532415,0.005712844673735915,0.005556386501825605,0.00538735651172095,0.0052105161909247735,0.005029934476317175,0.004848927888940282,0.004670084339090451,0.004495336660164006,0.0043260592645389005
0.005687789315856479,0.005673127011406941,0.005629835354565539,0.0055599053340439535,0.005466365955628119,0.005352930194047864,0.00522362224215719,0.005082448899476688,0.0049331509226712925,0.004779043925212593,0.004622940034410054,0.0044671322963695135,0.004313421792184462,0.004163169695163789,0.004017360580319365
0.005308155994468963,0.005296252448888959,0.0052610313753055455,0.0052039038653818905,0.005127043598466937,0.005033162276017318,0.004925263481159538,0.004806413872749167,0.004679557485962622,0.004547384205688591,0.004412251608559982,0.004276152030803343,0.004140713625424061,0.004007224113299615,0.003876667574767718,0.003749766918915242
